"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","DAYS_LAST_PHONE_CHANGE","NAME_TYPE_SUITE","OCCUPATION_TYPE"
422880,1,"Cash loans","F","Y","Y",1,157500,239850,25830,225000,"Working","Higher education","Civil marriage","House / apartment",0.015221,-12460,-1003,-1434,-4736,1,1,1,1,1,0,3,2,2,"FRIDAY",9,0,0,0,1,1,0,"Other",-1422,"Unaccompanied","Managers"
442037,0,"Cash loans","F","N","Y",0,135000,187704,12672,148500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.018634,-13513,-193,-1109,-1956,1,1,0,1,0,0,1,2,2,"MONDAY",11,0,0,0,0,1,1,"Business Entity Type 3",-1250,"Unaccompanied","Laborers"
309497,0,"Cash loans","F","N","N",1,270000,814041,23931,679500,"Commercial associate","Higher education","Married","House / apartment",0.008474,-13912,-1090,-5969,-3521,1,1,0,1,0,0,3,2,2,"TUESDAY",14,0,0,0,0,0,0,"Industry: type 5",-1767,"Unaccompanied","Core staff"
280013,0,"Cash loans","F","N","N",0,135000,712944,30334.5,567000,"Working","Secondary / secondary special","Married","House / apartment",0.006233,-17268,-4707,-9510,-770,1,1,0,1,0,0,2,2,2,"TUESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",-2038,"Unaccompanied","Managers"
413676,1,"Cash loans","M","N","N",1,405000,508495.5,24592.5,454500,"Working","Secondary / secondary special","Single / not married","House / apartment",0.022625,-14292,-2105,-204,-1876,1,1,1,1,0,1,2,2,2,"WEDNESDAY",13,0,1,1,0,1,1,"Business Entity Type 3",-1868,"Unaccompanied","Drivers"
294049,0,"Cash loans","M","Y","Y",0,315000,1345311,53482.5,1237500,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.014464,-20141,-1807,-6224,-3537,1,1,0,1,1,0,2,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Self-employed",-2431,"Unaccompanied","Managers"
112471,0,"Revolving loans","F","N","N",0,112500,180000,9000,180000,"Working","Secondary / secondary special","Single / not married","Rented apartment",0.018634,-7794,-274,-7711,-472,1,1,1,1,0,0,1,2,2,"MONDAY",13,0,0,0,1,1,0,"Trade: type 3",-140,"Unaccompanied","Sales staff"
426468,0,"Cash loans","F","N","N",0,112500,9e+05,26316,9e+05,"Working","Higher education","Separated","House / apartment",0.028663,-14872,-1495,-5611,-1989,1,1,1,1,1,0,1,2,2,"SUNDAY",10,0,0,0,0,0,0,"Self-employed",-1278,"Unaccompanied","Laborers"
368426,0,"Cash loans","F","N","N",0,135000,1546020,44437.5,1350000,"Working","Secondary / secondary special","Married","House / apartment",0.018634,-20352,-6965,-6497,-3420,1,1,0,1,0,0,2,2,2,"FRIDAY",16,0,0,0,0,0,0,"Medicine",-2,"Unaccompanied","Medicine staff"
328097,0,"Cash loans","F","N","N",0,81000,755190,30078,675000,"State servant","Secondary / secondary special","Married","House / apartment",0.018634,-18520,-4524,-4740,-2042,1,1,1,1,1,0,2,2,2,"TUESDAY",9,0,0,0,0,0,0,"Postal",-2181,"Unaccompanied","Managers"
239740,0,"Cash loans","F","N","Y",0,45000,229500,9720,229500,"Pensioner","Secondary / secondary special","Married","House / apartment",0.015221,-23062,365243,-11944,-4755,1,0,0,1,0,0,2,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"XNA",0,"Unaccompanied",NA
137261,0,"Revolving loans","F","N","N",0,90000,180000,9000,180000,"Working","Secondary / secondary special","Married","Municipal apartment",0.018634,-10170,-131,-8972,-1156,1,1,0,1,0,0,2,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"Self-employed",0,"Unaccompanied","Sales staff"
278140,0,"Cash loans","F","N","Y",0,180000,203760,22072.5,180000,"State servant","Higher education","Single / not married","With parents",0.00496,-10231,-1580,-4466,-2715,1,1,0,1,1,0,1,2,2,"TUESDAY",18,0,0,0,0,0,0,"Medicine",-1033,"Unaccompanied","Core staff"
422840,0,"Cash loans","M","N","Y",0,90000,276277.5,17784,238500,"Pensioner","Secondary / secondary special","Married","House / apartment",0.025164,-22338,365243,-7440,-5123,1,0,0,1,0,0,2,2,2,"THURSDAY",9,0,0,0,0,0,0,"XNA",-1669,"Unaccompanied",NA
414798,0,"Cash loans","F","N","N",0,67500,526491,17239.5,454500,"Pensioner","Secondary / secondary special","Married","House / apartment",0.00702,-23216,365243,-6156,-4154,1,0,0,1,0,0,2,2,2,"TUESDAY",14,0,0,0,0,0,0,"XNA",-754,"Unaccompanied",NA
285123,0,"Revolving loans","F","Y","Y",0,202500,450000,22500,450000,"State servant","Secondary / secondary special","Married","House / apartment",0.025164,-14377,-7366,-348,-5206,1,1,0,1,0,0,2,2,2,"TUESDAY",15,0,0,0,0,0,0,"Government",-2816,"Unaccompanied","Core staff"
340136,0,"Revolving loans","F","N","N",0,103500,180000,9000,180000,"Commercial associate","Incomplete higher","Single / not married","House / apartment",0.0105,-7937,-806,-3774,-616,1,1,0,1,0,0,1,3,3,"TUESDAY",17,0,0,0,1,1,0,"Business Entity Type 3",-179,"Unaccompanied","Accountants"
237913,0,"Cash loans","F","Y","Y",0,90000,640080,23121,450000,"Working","Higher education","Married","House / apartment",0.008866,-18874,-1709,-10459,-2391,1,1,0,1,0,0,2,2,2,"SATURDAY",10,0,0,0,0,0,0,"Kindergarten",-600,"Unaccompanied","Core staff"
409389,0,"Cash loans","F","N","Y",0,135000,341280,21937.5,270000,"Working","Secondary / secondary special","Married","House / apartment",0.019689,-15858,-2669,-7366,-4038,1,1,0,1,0,0,2,2,2,"THURSDAY",14,0,0,0,0,0,0,"Restaurant",0,"Unaccompanied","Cooking staff"
227540,0,"Cash loans","F","N","Y",1,67500,450000,44640,450000,"Working","Secondary / secondary special","Married","House / apartment",0.0228,-15938,-960,-2112,-4239,1,1,1,1,1,0,3,2,2,"MONDAY",9,0,0,0,0,0,0,"Other",-383,"Unaccompanied","Medicine staff"
434199,0,"Cash loans","M","N","Y",1,247500,142632,15106.5,126000,"State servant","Secondary / secondary special","Separated","Office apartment",0.018634,-15443,-6107,-1763,-4308,1,1,0,1,0,0,2,2,2,"MONDAY",12,0,0,0,0,0,0,"Other",-1964,"Unaccompanied","Laborers"
427334,0,"Cash loans","F","Y","Y",0,135000,463500,26010,463500,"Pensioner","Secondary / secondary special","Married","House / apartment",0.028663,-21399,365243,-13792,-4867,1,0,0,1,0,0,2,2,2,"FRIDAY",10,0,0,0,0,0,0,"XNA",0,"Unaccompanied",NA
429331,0,"Cash loans","M","Y","Y",1,157500,665892,21478.5,477000,"State servant","Secondary / secondary special","Married","Municipal apartment",0.019689,-19300,-6083,-1575,-2694,1,1,0,1,0,0,3,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,"Unaccompanied",NA
301689,0,"Cash loans","M","N","N",0,117000,238500,18972,238500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.028663,-20556,365243,-5235,-2848,1,0,0,1,0,0,1,2,2,"THURSDAY",15,0,0,0,0,0,0,"XNA",0,"Unaccompanied",NA
199445,0,"Cash loans","F","N","Y",0,81000,140746.5,13842,121500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.030755,-22172,365243,-3553,-4877,1,0,0,1,1,0,1,2,2,"SATURDAY",10,0,0,0,0,0,0,"XNA",-1203,"Unaccompanied",NA
278183,0,"Revolving loans","F","N","Y",0,108000,247500,12375,247500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.00963,-23014,365243,-13840,-4829,1,0,0,1,0,0,1,2,2,"TUESDAY",16,0,0,0,0,0,0,"XNA",-1008,"Family",NA
146224,0,"Cash loans","F","N","Y",0,45000,526491,17527.5,454500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",0.009657,-21534,365243,-7484,-3926,1,0,0,1,0,0,2,2,2,"TUESDAY",13,0,0,0,0,0,0,"XNA",0,"Unaccompanied",NA
413083,0,"Cash loans","F","N","N",0,76500,545040,36553.5,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.006008,-12450,-2338,-4855,-3757,1,1,0,1,0,0,2,2,2,"SUNDAY",11,0,0,0,1,1,0,"Self-employed",0,"Family","Laborers"
110841,0,"Cash loans","M","N","Y",0,135000,450000,18459,450000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.019101,-8460,-330,-4090,-1144,1,1,1,1,1,0,1,2,2,"FRIDAY",16,1,1,0,1,1,1,"Trade: type 3",-207,"Unaccompanied","Managers"
329396,0,"Cash loans","F","Y","Y",1,81000,474048,24948,360000,"Commercial associate","Higher education","Married","House / apartment",0.006008,-10908,-957,-697,-2370,1,1,0,1,0,0,3,2,2,"FRIDAY",15,0,0,0,0,1,1,"Trade: type 3",-1167,"Family","Sales staff"
106940,0,"Cash loans","F","Y","Y",1,180000,1288350,37800,1125000,"State servant","Secondary / secondary special","Married","House / apartment",0.030755,-10295,-855,-3996,-645,1,1,0,1,0,0,3,2,2,"THURSDAY",14,0,0,0,0,0,0,"School",-1436,"Unaccompanied","Core staff"
197629,0,"Cash loans","M","Y","Y",0,112500,754740,22068,630000,"State servant","Higher education","Married","House / apartment",0.015221,-18067,-4786,-10415,-1604,1,1,1,1,1,0,2,2,2,"THURSDAY",14,0,0,0,0,0,0,"School",-688,"Unaccompanied","Core staff"
247543,0,"Cash loans","M","Y","Y",2,135000,1125000,33025.5,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.018209,-13523,-670,-1406,-4698,1,1,0,1,1,0,4,3,3,"WEDNESDAY",10,0,0,0,0,0,0,"Construction",-28,"Unaccompanied","Laborers"
169837,0,"Cash loans","F","N","Y",0,270000,592560,35937,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.018801,-18785,-460,-3304,-2233,1,1,0,1,0,0,2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",-492,"Unaccompanied","Cleaning staff"
364840,1,"Cash loans","F","N","Y",0,225000,360000,15858,360000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",0.015221,-13474,365243,-6798,-4144,1,0,0,1,1,0,2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"XNA",-469,"Family",NA
172963,0,"Cash loans","M","Y","Y",0,171000,1350000,37125,1350000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.018209,-22960,365243,-12769,-4043,1,0,0,1,1,0,2,3,3,"FRIDAY",11,0,0,0,0,0,0,"XNA",-2110,"Unaccompanied",NA
272612,0,"Cash loans","F","N","Y",0,315000,247275,16227,225000,"State servant","Higher education","Single / not married","House / apartment",0.035792,-21755,-6085,-10721,-3405,1,1,0,1,1,0,1,2,2,"SATURDAY",16,0,0,0,0,0,0,"Other",-2208,"Family",NA
219755,0,"Revolving loans","F","Y","Y",0,121500,315000,15750,315000,"State servant","Higher education","Married","House / apartment",0.014464,-14814,-5585,-8624,-4288,1,1,0,1,0,0,2,2,2,"TUESDAY",5,0,0,0,0,0,0,"Postal",-2471,"Unaccompanied","Managers"
411319,0,"Cash loans","M","Y","Y",0,112500,541323,23062.5,405000,"Working","Lower secondary","Married","With parents",0.019689,-11971,-3425,-4497,-4268,1,1,0,1,0,1,2,2,2,"SATURDAY",11,0,0,0,0,1,1,"Business Entity Type 2",-2113,"Unaccompanied","Laborers"
108598,0,"Cash loans","M","Y","Y",0,189000,225000,10620,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.028663,-19127,-602,-85,-2442,1,1,0,1,0,0,1,2,2,"TUESDAY",10,0,0,0,0,1,1,"Business Entity Type 3",-3567,"Unaccompanied",NA
123426,0,"Cash loans","M","N","N",0,135000,675000,21775.5,675000,"Working","Secondary / secondary special","Married","House / apartment",0.005313,-17154,-1649,-5589,-662,1,1,0,1,0,0,2,2,2,"FRIDAY",14,0,0,0,1,1,1,"Agriculture",-148,"Unaccompanied","Drivers"
453961,0,"Cash loans","F","N","Y",0,108000,247500,16870.5,247500,"Working","Secondary / secondary special","Married","House / apartment",0.015221,-12147,-404,-5539,-4741,1,1,1,1,0,0,2,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Trade: type 3",-1624,"Unaccompanied","Sales staff"
143696,0,"Revolving loans","M","Y","Y",3,450000,360000,18000,360000,"Commercial associate","Higher education","Married","House / apartment",0.010006,-14732,-5161,-1513,-4475,1,1,0,1,0,0,5,2,2,"SATURDAY",11,0,0,0,0,0,0,"Business Entity Type 2",-342,"Family","Managers"
310700,0,"Cash loans","F","N","N",0,36000,343800,12478.5,225000,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.018029,-22986,365243,-4623,-4631,1,0,0,1,0,0,1,3,3,"TUESDAY",5,0,0,0,0,0,0,"XNA",-1242,"Unaccompanied",NA
387429,0,"Cash loans","F","N","Y",0,153000,706221,22909.5,589500,"Commercial associate","Higher education","Civil marriage","House / apartment",0.025164,-9084,-276,-2015,-1756,1,1,0,1,0,0,2,2,2,"TUESDAY",9,0,0,0,0,0,0,"Industry: type 11",-856,"Unaccompanied","Sales staff"
411236,0,"Cash loans","F","Y","Y",0,105750,479578.5,25110,414000,"Working","Secondary / secondary special","Married","House / apartment",0.016612,-14930,-1260,-7447,-4276,1,1,1,1,1,0,2,2,2,"TUESDAY",11,0,0,0,0,1,1,"Industry: type 11",0,"Unaccompanied",NA
184598,0,"Cash loans","F","N","N",0,180000,687600,19039.5,450000,"Working","Higher education","Married","With parents",0.005002,-8836,-742,-3750,-1516,1,1,1,1,0,0,2,3,3,"FRIDAY",16,0,0,0,0,0,0,"Kindergarten",-4,"Unaccompanied","Core staff"
280309,0,"Cash loans","F","N","Y",1,135000,1078200,31653,9e+05,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.008625,-11901,-2077,-3311,-3377,1,1,0,1,0,0,3,2,2,"FRIDAY",15,0,0,0,0,0,0,"Kindergarten",-2091,"Family","Laborers"
132327,1,"Revolving loans","F","N","Y",2,99000,270000,13500,270000,"Commercial associate","Higher education","Married","House / apartment",0.035792,-8482,-1686,-93,-1157,1,1,0,1,0,0,4,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Self-employed",-443,"Spouse, partner","Accountants"
172724,0,"Cash loans","M","Y","Y",0,360000,1327500,52645.5,1327500,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.010276,-19545,-1321,-6230,-3066,1,1,1,1,0,0,2,2,2,"WEDNESDAY",10,0,0,0,0,1,1,"Business Entity Type 3",-587,"Unaccompanied","Managers"
286096,0,"Cash loans","F","Y","N",0,450000,1687266,68719.5,1575000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.072508,-15647,-752,-84,-4292,1,1,0,1,1,0,2,1,1,"MONDAY",11,0,0,0,0,1,1,"Business Entity Type 3",-395,"Unaccompanied","Private service staff"
359323,0,"Cash loans","F","N","N",1,45000,544491,15916.5,454500,"Working","Secondary / secondary special","Married","House / apartment",0.019689,-13456,-2416,-834,-4166,1,1,1,1,0,0,3,2,2,"TUESDAY",18,0,0,0,0,0,0,"Government",-1902,"Unaccompanied","Laborers"
183083,0,"Cash loans","F","N","Y",0,157500,1350000,39604.5,1350000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.026392,-15974,-2134,-9946,-4551,1,1,0,1,1,0,2,2,2,"TUESDAY",11,0,0,0,0,0,0,"Business Entity Type 3",-1021,"Unaccompanied","Drivers"
143108,0,"Cash loans","F","N","Y",0,342000,2447937,61879.5,2254500,"Commercial associate","Higher education","Separated","House / apartment",0.02461,-21120,-796,-3058,-4178,1,1,1,1,1,0,1,2,2,"MONDAY",10,0,0,0,0,0,0,"Self-employed",-706,"Unaccompanied","Core staff"
112230,0,"Revolving loans","F","N","Y",0,90000,180000,9000,180000,"Working","Secondary / secondary special","Married","House / apartment",0.018029,-14617,-892,-2588,-2631,1,1,0,1,0,0,2,3,3,"MONDAY",10,0,0,0,0,0,0,"Self-employed",-1852,"Unaccompanied","Laborers"
400175,0,"Cash loans","F","N","Y",1,121500,360000,13702.5,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.020713,-16039,365243,-1131,-3929,1,0,0,1,0,0,3,3,2,"SATURDAY",10,0,0,0,0,0,0,"XNA",-955,"Family",NA
100562,0,"Revolving loans","M","N","Y",1,337500,675000,33750,675000,"State servant","Higher education","Married","House / apartment",0.04622,-12232,-4332,-4130,-263,1,1,0,1,0,0,3,1,1,"SATURDAY",11,0,0,0,0,0,0,"Military",-1530,"Unaccompanied","Managers"
452978,0,"Revolving loans","F","N","Y",1,202500,157500,7875,157500,"Commercial associate","Higher education","Married","House / apartment",0.032561,-11796,-114,-6122,-371,1,1,1,1,1,0,3,1,1,"SATURDAY",17,0,0,0,0,0,0,"Trade: type 7",-350,"Unaccompanied","Core staff"
434459,0,"Cash loans","M","N","N",0,225000,315000,12006,315000,"Pensioner","Lower secondary","Married","House / apartment",0.028663,-23547,365243,-13210,-4046,1,0,0,1,0,0,2,2,2,"TUESDAY",12,0,0,0,0,0,0,"XNA",0,"Unaccompanied",NA
295302,0,"Cash loans","F","Y","Y",2,135000,225000,23755.5,225000,"State servant","Higher education","Married","House / apartment",0.008068,-11787,-2151,-6118,-329,1,1,0,1,0,0,4,3,3,"TUESDAY",5,0,0,0,0,0,0,"Military",-1947,"Unaccompanied",NA
232773,0,"Cash loans","M","N","Y",0,103500,203760,11826,180000,"Pensioner","Higher education","Married","House / apartment",0.019101,-22909,365243,-2741,-4440,1,0,0,1,0,0,2,2,2,"FRIDAY",13,0,0,0,0,0,0,"XNA",0,"Family",NA
365278,0,"Cash loans","F","N","Y",2,360000,1928736,67171.5,1665000,"State servant","Higher education","Separated","House / apartment",0.04622,-12060,-4474,-6167,-3859,1,1,0,1,0,0,3,1,1,"THURSDAY",17,0,0,0,0,1,1,"Kindergarten",-900,"Unaccompanied","Core staff"
261028,0,"Cash loans","M","Y","Y",0,77962.5,1078200,31653,9e+05,"Pensioner","Secondary / secondary special","Married","House / apartment",0.002134,-17729,365243,-7620,-1054,1,0,0,1,0,0,2,3,3,"TUESDAY",10,0,0,0,0,0,0,"XNA",-436,"Unaccompanied",NA
332012,0,"Revolving loans","F","N","Y",0,90000,202500,10125,202500,"Working","Secondary / secondary special","Married","House / apartment",0.018634,-16731,-1643,-2907,-288,1,1,1,1,0,0,2,2,2,"SATURDAY",11,0,0,0,0,0,0,"Business Entity Type 3",-852,"Unaccompanied","Laborers"
114410,0,"Cash loans","F","N","N",0,112500,781920,34573.5,675000,"State servant","Secondary / secondary special","Widow","House / apartment",0.020246,-19295,-5246,-20,-2853,1,1,1,1,0,0,1,3,3,"SUNDAY",9,0,0,0,0,1,1,"Other",-2021,"Unaccompanied",NA
440379,1,"Cash loans","F","N","Y",0,67500,227520,16618.5,180000,"Working","Higher education","Single / not married","With parents",0.035792,-10790,-877,-5164,-3436,1,1,0,1,0,0,1,2,2,"MONDAY",10,0,0,0,0,0,0,"School",-458,"Family","Core staff"
303683,0,"Cash loans","F","N","Y",2,450000,1190340,63549,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.032561,-13430,-2392,-7534,-3973,1,1,0,1,1,1,4,1,1,"THURSDAY",16,0,0,0,0,0,0,"Business Entity Type 3",-2011,"Unaccompanied","Sales staff"
106494,0,"Cash loans","F","N","Y",1,270000,675000,31410,675000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.019689,-15066,-4572,-2871,-4261,1,1,0,1,0,0,2,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 2",-3023,"Unaccompanied","Laborers"
198021,0,"Cash loans","F","Y","N",3,157500,239850,25578,225000,"State servant","Secondary / secondary special","Civil marriage","Municipal apartment",0.006629,-11114,-1817,-4499,-1842,1,1,0,1,0,0,5,2,2,"SATURDAY",8,0,0,0,0,0,0,"Government",-1180,"Unaccompanied","Laborers"
172795,0,"Cash loans","F","N","Y",0,126000,90000,9220.5,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.020246,-21921,365243,-8863,-5257,1,0,0,1,0,0,2,3,3,"WEDNESDAY",12,0,0,0,0,0,0,"XNA",-5,"Unaccompanied",NA
181515,0,"Cash loans","M","Y","N",1,315000,813195,26874,702000,"Working","Secondary / secondary special","Married","House / apartment",0.006852,-16968,-3236,-2345,-385,1,1,0,1,0,0,3,3,3,"TUESDAY",10,0,0,0,0,0,0,"Self-employed",-346,"Family","Laborers"
231650,1,"Cash loans","F","N","N",0,74250,331834.5,12766.5,252000,"Working","Secondary / secondary special","Civil marriage","With parents",0.020246,-17683,-11020,-4431,-48,1,1,0,1,0,0,2,3,3,"MONDAY",8,0,0,0,0,0,0,"Industry: type 5",-1,"Unaccompanied",NA
364518,0,"Cash loans","F","N","Y",0,225000,526491,23319,454500,"Working","Secondary / secondary special","Married","House / apartment",0.00733,-16635,-9855,-7203,-178,1,1,0,1,1,0,2,2,2,"THURSDAY",16,0,0,0,0,0,0,"Medicine",0,"Family","Medicine staff"
434483,0,"Cash loans","F","N","Y",0,157500,563877,22491,504000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",0.008068,-23486,365243,-10579,-1942,1,0,0,1,0,0,1,3,3,"THURSDAY",9,0,0,0,0,0,0,"XNA",-909,"Unaccompanied",NA
158465,0,"Cash loans","M","N","N",0,112500,360000,19530,360000,"Working","Lower secondary","Separated","With parents",0.01452,-18625,-923,-2079,-2177,1,1,0,1,0,0,1,2,2,"FRIDAY",7,0,0,0,1,1,0,"Self-employed",-132,"Unaccompanied","Laborers"
202892,0,"Cash loans","M","Y","Y",0,135000,322155,30118.5,306000,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.008575,-7919,-917,-7848,-575,1,1,0,1,0,0,2,2,2,"THURSDAY",11,0,0,0,0,0,0,"Trade: type 2",-713,"Unaccompanied","Sales staff"
333028,0,"Cash loans","M","N","Y",0,112500,808650,29839.5,675000,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.009657,-21311,-1177,-9618,-3744,1,1,1,1,0,0,2,2,2,"TUESDAY",10,0,0,0,0,0,0,"Business Entity Type 1",0,"Family","Laborers"
279169,1,"Cash loans","M","N","Y",0,180000,534672,14233.5,423000,"Commercial associate","Higher education","Single / not married","With parents",0.010556,-11799,-84,-976,-4157,1,1,1,1,0,0,1,3,3,"MONDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0,"Unaccompanied","Managers"
183921,0,"Cash loans","M","Y","Y",0,135000,327024,16033.5,270000,"Working","Lower secondary","Civil marriage","House / apartment",0.010966,-8685,-137,-8653,-1352,1,1,0,1,0,0,2,2,2,"TUESDAY",17,0,0,0,0,0,0,"Trade: type 7",-1190,"Unaccompanied","Low-skill Laborers"
330544,0,"Cash loans","F","N","Y",2,166500,640080,31261.5,450000,"Working","Secondary / secondary special","Separated","House / apartment",0.020713,-16187,-3005,-5259,-4535,1,1,0,1,0,0,3,3,2,"THURSDAY",12,0,0,0,0,0,0,"Business Entity Type 2",-1,"Unaccompanied","Laborers"
109002,0,"Cash loans","F","N","N",2,135000,545040,25407,450000,"Working","Secondary / secondary special","Married","Municipal apartment",0.007114,-14371,-7064,-4452,-4491,1,1,1,1,0,0,4,2,2,"TUESDAY",12,0,0,0,0,0,0,"Transport: type 2",-1356,"Unaccompanied",NA
345426,0,"Cash loans","F","N","Y",0,157500,447453,22977,373500,"State servant","Secondary / secondary special","Married","House / apartment",0.031329,-19687,-12647,-9436,-1867,1,1,0,1,0,0,2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Medicine",-528,"Unaccompanied","Medicine staff"
397770,0,"Cash loans","F","N","N",0,180000,270000,7866,270000,"Working","Higher education","Married","House / apartment",0.00733,-18665,-10688,-9756,-1806,1,1,0,1,1,0,2,2,2,"WEDNESDAY",17,0,0,0,0,0,0,"School",-14,"Unaccompanied","Core staff"
428706,0,"Cash loans","F","N","N",0,54000,244584,13788,193500,"Pensioner","Lower secondary","Widow","House / apartment",0.008068,-23633,365243,-2864,-4809,1,0,0,1,0,0,1,3,3,"TUESDAY",10,0,0,0,0,0,0,"XNA",-1292,"Unaccompanied",NA
125482,1,"Cash loans","F","N","N",0,121500,1051294.5,29038.5,918000,"Working","Secondary / secondary special","Separated","House / apartment",0.008575,-19980,-1221,-13026,-3506,1,1,0,1,0,0,1,2,2,"THURSDAY",15,0,0,0,0,0,0,"Security",-4,"Unaccompanied","Security staff"
271680,0,"Cash loans","F","N","Y",1,99000,834048,27693,720000,"Commercial associate","Higher education","Married","House / apartment",0.003069,-13823,-744,-6102,-4494,1,1,0,1,1,0,3,3,3,"MONDAY",11,0,0,0,0,0,0,"Self-employed",-2327,"Unaccompanied","Secretaries"
235899,0,"Revolving loans","F","N","Y",0,135000,270000,13500,270000,"Pensioner","Secondary / secondary special","Separated","House / apartment",0.018634,-23313,365243,-840,-4264,1,0,0,1,1,0,1,2,2,"TUESDAY",17,0,0,0,0,0,0,"XNA",-332,"Unaccompanied",NA
282336,0,"Cash loans","M","N","Y",0,139500,808650,26086.5,675000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.008866,-13047,-1383,-1088,-4214,1,1,1,1,0,0,1,2,2,"SATURDAY",10,0,0,0,0,0,0,"Self-employed",-761,"Unaccompanied","Drivers"
340265,0,"Revolving loans","M","Y","Y",0,157500,157500,7875,157500,"Commercial associate","Higher education","Married","House / apartment",0.01885,-13395,-4336,-6434,-4585,1,1,0,1,0,0,2,2,2,"WEDNESDAY",15,0,0,0,1,1,0,"Bank",-604,"Unaccompanied","Drivers"
445442,0,"Cash loans","F","Y","Y",0,90000,260640,26838,225000,"Working","Higher education","Married","House / apartment",0.020246,-17089,-102,-4256,-619,1,1,0,1,0,0,2,3,3,"FRIDAY",11,0,0,0,0,0,0,"Government",-1014,"Unaccompanied","Security staff"
210977,1,"Cash loans","F","Y","Y",2,112500,652500,25411.5,652500,"Working","Secondary / secondary special","Married","House / apartment",0.015221,-14008,-1822,-3209,-334,1,1,0,1,0,0,4,2,2,"SATURDAY",13,0,0,0,0,1,1,"Business Entity Type 2",-296,"Unaccompanied","Accountants"
189157,1,"Cash loans","F","N","Y",0,103500,1078200,31653,9e+05,"Working","Secondary / secondary special","Married","House / apartment",0.032561,-20755,-1755,-2776,-3912,1,1,0,1,0,0,2,1,1,"FRIDAY",12,0,0,0,0,0,0,"Kindergarten",-988,"Family",NA
167222,0,"Revolving loans","M","Y","Y",0,180000,180000,9000,180000,"Working","Secondary / secondary special","Married","House / apartment",0.020713,-16702,-1049,-3444,-241,1,1,0,1,0,0,2,3,2,"TUESDAY",8,0,0,0,0,0,0,"Business Entity Type 3",-738,"Unaccompanied","Drivers"
